,id,name,img,Winery,country,regions,grapes,cat,Bold,Tannic,Sweet,Acidic,flavours,keyword
3128,3128,Kidnappers Vineyard Chardonnay 2020,//images.vivino.com/thumbs/Icmt0_IHSAKn0hpMJe-vuQ_pb_x600.png,Craggy Range,New Zealand,NorthIsland Hawke'sBay ,Chardonnay  ,NewZealandChardonnay Whitewine Chardonnay,Light4,,Dry0,Acidic5,oaky earthy ageing yeasty vegetal citrus tree fruit,NorthIsland Hawke'sBay  Chardonnay   NewZealandChardonnay Whitewine Chardonnay Light4  Dry0 Acidic5 oaky earthy ageing yeasty vegetal citrus tree fruit
3129,3129,Moscato 2012,//images.vivino.com/thumbs/TbaC8kGVRiWXCj_Ur3D_FQ_150x200.jpg,Chalk Hill,Australia,SouthAustralia Fleurieu McLarenVale,Moscato  , Whitewine Moscato,,,,,,SouthAustralia Fleurieu McLarenVale Moscato    Whitewine Moscato     
3130,3130,Le Merle Blanc de Château Clarke Bordeaux Blanc 2013,//images.vivino.com/thumbs/iqn4bplCSqurGyicteowqQ_pb_x600.png,Château Clarke,France,Bordeaux  ,SauvignonBlanc Sémillon Muscadelle,BordeauxWhite Whitewine Blend,Bold5,,Dry1,Soft4,oaky earthy vegetal citrus tree fruit,Bordeaux   SauvignonBlanc Sémillon Muscadelle BordeauxWhite Whitewine Blend Bold5  Dry1 Soft4 oaky earthy vegetal citrus tree fruit
3131,3131,Bourgogne Chardonnay 2017,//images.vivino.com/thumbs/OOV6NaQ2RTOaHuMc85hIXw_pb_x600.png,Alex Gambal,France,Bourgogne  ,Chardonnay  ,BurgundyWhite Whitewine Chardonnay,Bold6,,Dry0,Acidic5,oaky citrus,Bourgogne   Chardonnay   BurgundyWhite Whitewine Chardonnay Bold6  Dry0 Acidic5 oaky citrus
3132,3132,Reserve Noble - Riesling 2017,//images.vivino.com/thumbs/I4zqGB6BSGixBVIBhzfVSg_150x200.jpg,Mudbrick Vineyard,New Zealand,SouthIsland Marlborough ,Riesling Noble ,NewZealandRiesling Whitewine Blend,Light3,,Dry3,Acidic7,tree fruit,SouthIsland Marlborough  Riesling Noble  NewZealandRiesling Whitewine Blend Light3  Dry3 Acidic7 tree fruit
3133,3133,Fransola 2019,//images.vivino.com/thumbs/Tw800z9NR9isec-GJPjKzw_pb_x600.png,Familia Torres,Spain,Catalunya Penedès ,SauvignonBlanc  ,SpanishSauvignonBlanc Whitewine SauvignonBlanc,Light4,,Dry0,Acidic6,oaky earthy yeasty vegetal citrus tree fruit,Catalunya Penedès  SauvignonBlanc   SpanishSauvignonBlanc Whitewine SauvignonBlanc Light4  Dry0 Acidic6 oaky earthy yeasty vegetal citrus tree fruit
3134,3134,Chablis Premier Cru Vaucoupin 2018,//images.vivino.com/thumbs/qkFX1vIOSUa9ZxWmZh004A_pb_x600.png,Jean-Pierre Grossot,France,Bourgogne Chablis ChablisPremierCru,Chardonnay  ,BurgundyChablis Whitewine Chardonnay,Bold5,,,Acidic6,earthy citrus tree fruit,Bourgogne Chablis ChablisPremierCru Chardonnay   BurgundyChablis Whitewine Chardonnay Bold5   Acidic6 earthy citrus tree fruit
3135,3135,Sauvignon Blanc 2018,//images.vivino.com/thumbs/c9nfSbv5QE--9PKLisGy3g_pb_x600.png,Sherwood,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,vegetal citrus,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 vegetal citrus
3136,3136,Bel Canto Dry Riesling 2019,//images.vivino.com/thumbs/RXZrmqGmTg23hnA_CXMx3A_pb_x600.png,Pegasus Bay,New Zealand,SouthIsland Canterbury ,Riesling  ,NewZealandRiesling Whitewine Riesling,Light3,,Dry1,Acidic7,earthy floral yeasty citrus tree fruit,SouthIsland Canterbury  Riesling   NewZealandRiesling Whitewine Riesling Light3  Dry1 Acidic7 earthy floral yeasty citrus tree fruit
3137,3137,Conasbrancas 2020,//images.vivino.com/thumbs/WE0ZW_y3SJuLuXsjLsiBcQ_pb_x600.png,Fedellos do Couto,Spain,Galicia RibeiraSacra ,Godello  , Whitewine Godello,,,,,earthy citrus tree fruit,Galicia RibeiraSacra  Godello    Whitewine Godello     earthy citrus tree fruit
3138,3138,QX Quatre Xarel·los 2014,//images.vivino.com/thumbs/TU2auoBQQdShsCJ5tjUMqg_pb_x600.png,Mas Candi,Spain,Catalunya Penedès ,Xarel-lo  , Whitewine Xarel-lo,,,,,oaky earthy tree fruit,Catalunya Penedès  Xarel-lo    Whitewine Xarel-lo     oaky earthy tree fruit
3139,3139,Puligny-Montrachet 2012,//images.vivino.com/thumbs/ba8XNovlQk2LrbLusSVEvg_pb_x600.png,Albert Bichot,France,Bourgogne CôtedeBeaune Puligny-Montrachet,Chardonnay  ,BurgundyCôtedeBeauneWhite Whitewine Chardonnay,Bold6,,,Soft4,oaky earthy citrus tree fruit,Bourgogne CôtedeBeaune Puligny-Montrachet Chardonnay   BurgundyCôtedeBeauneWhite Whitewine Chardonnay Bold6   Soft4 oaky earthy citrus tree fruit
3140,3140,Comtes d'Eguisheim Gewürztraminer 2009,//images.vivino.com/thumbs/nxUxcxS5R2CGa5PHTLSVXA_pb_x600.png,Leon Beyer,France,Alsace  ,Gewürztraminer  ,AlsaceGewürztraminer Whitewine Gewürztraminer,Bold6,,Dry3,Soft2,earthy tree fruit,Alsace   Gewürztraminer   AlsaceGewürztraminer Whitewine Gewürztraminer Bold6  Dry3 Soft2 earthy tree fruit
3141,3141,Dry Riesling 2019,//images.vivino.com/thumbs/FaJI0KRQTkK5ruety2NwrA_pb_x600.png,Amisfield,New Zealand,SouthIsland CentralOtago ,Riesling  ,NewZealandRiesling Whitewine Riesling,Light3,,Dry0,Acidic7,earthy citrus tree fruit,SouthIsland CentralOtago  Riesling   NewZealandRiesling Whitewine Riesling Light3  Dry0 Acidic7 earthy citrus tree fruit
3142,3142,Pinot Gris Alsace Heimbourg 2016,//images.vivino.com/thumbs/ADn1973uTNOI21UNsaZ9lg_pb_x600.png,Domaine Zind Humbrecht,France,Alsace  ,PinotGris  ,AlsacePinotGris Whitewine PinotGris,Light4,,Dry2,Soft3,earthy citrus tree fruit,Alsace   PinotGris   AlsacePinotGris Whitewine PinotGris Light4  Dry2 Soft3 earthy citrus tree fruit
3143,3143,Bourgogne Chardonnay 2019,//images.vivino.com/thumbs/XPR5xKz9SsCvD7yUAN9SRQ_pb_x600.png,Sextant - Julien Altaber,France,Bourgogne  ,Chardonnay  ,BurgundyWhite Whitewine Chardonnay,Bold6,,,Acidic5,earthy citrus tree fruit,Bourgogne   Chardonnay   BurgundyWhite Whitewine Chardonnay Bold6   Acidic5 earthy citrus tree fruit
3144,3144,Saumur Blanc 2020,//images.vivino.com/thumbs/Me7_g6eCS2WbSyAw-uIXtA_pb_x600.png,Guiberteau,France,LoireValley MiddleLoire Saumur,CheninBlanc  ,LoireCheninBlanc Whitewine CheninBlanc,Light2,,,Acidic8,earthy citrus tree fruit,LoireValley MiddleLoire Saumur CheninBlanc   LoireCheninBlanc Whitewine CheninBlanc Light2   Acidic8 earthy citrus tree fruit
3145,3145,Sauvignon Blanc 2019,//images.vivino.com/thumbs/KgJFg6PzS6eG6qCsjeK4iQ_pb_x600.png,Clos Henri Vineyard,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,oaky earthy yeasty vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 oaky earthy yeasty vegetal citrus tree fruit
3146,3146,Sauvignon 2016,//images.vivino.com/thumbs/CnxJOLxJQieRofG27s4lRw_150x200.jpg,Poljšak,Slovenia,Primorje  ,SauvignonBlanc  , Whitewine SauvignonBlanc,,,,,,Primorje   SauvignonBlanc    Whitewine SauvignonBlanc     
3147,3147,Poet's Leap Riesling 2008,//images.vivino.com/thumbs/qLbulT3ZQ3-6SR-M0h_d8Q_pb_x600.png,Long Shadows,United States,Washington ColumbiaValley ,Riesling  ,WashingtonStateRiesling Whitewine Riesling,Light4,,Dry0,Acidic6,oaky earthy floral vegetal citrus tree fruit,Washington ColumbiaValley  Riesling   WashingtonStateRiesling Whitewine Riesling Light4  Dry0 Acidic6 oaky earthy floral vegetal citrus tree fruit
3148,3148,Sauvignon Blanc 2021,//images.vivino.com/thumbs/xaex1pacQ9yCkm3It_vzTg_pb_x600.png,Starborough,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,oaky earthy spices floral yeasty vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 oaky earthy spices floral yeasty vegetal citrus tree fruit
3149,3149,Chardonnay 2005,//images.vivino.com/thumbs/6gbOhBnxS3inMcravXLTqA_pb_x600.png,Skyside,United States,California NorthCoast ,Chardonnay  ,CalifornianChardonnay Whitewine Chardonnay,Bold8,,Dry3,Soft4,oaky earthy ageing yeasty vegetal citrus tree fruit,California NorthCoast  Chardonnay   CalifornianChardonnay Whitewine Chardonnay Bold8  Dry3 Soft4 oaky earthy ageing yeasty vegetal citrus tree fruit
3150,3150,Xarel-lo Domaine 2016,//images.vivino.com/thumbs/2rN4vaWnRv2TE-jpuhWdMg_150x200.jpg,Clos Lentiscus,Spain,Catalunya Penedès ,Xarel-lo  , Whitewine Xarel-lo,,,,,,Catalunya Penedès  Xarel-lo    Whitewine Xarel-lo     
3151,3151,Gewürztraminer 2018,//images.vivino.com/thumbs/Tr5QItGlRW6Hdbpw3kgdhA_pb_x600.png,Leon Beyer,France,Alsace  ,Gewürztraminer  ,AlsaceGewürztraminer Whitewine Gewürztraminer,Bold6,,Dry3,Soft2,earthy floral citrus tree fruit,Alsace   Gewürztraminer   AlsaceGewürztraminer Whitewine Gewürztraminer Bold6  Dry3 Soft2 earthy floral citrus tree fruit
3152,3152,Collio Friulano 2014,//images.vivino.com/thumbs/-6ZcZSVdRTyMfA_1p80tAA_pb_x600.png,Borgo del Tiglio,Italy,Friuli-VeneziaGiulia Collio ,Friulano  ,NorthernItalyWhite Whitewine Friulano,Bold6,,Dry2,Soft4,earthy citrus,Friuli-VeneziaGiulia Collio  Friulano   NorthernItalyWhite Whitewine Friulano Bold6  Dry2 Soft4 earthy citrus
3153,3153,Mercurey 2017,//images.vivino.com/thumbs/oK8nHLbQQIG3jYh11Z8qTA_150x200.jpg,Domaine Belleville,France,Bourgogne CôteChalonnaise Mercurey,Chardonnay  ,BurgundyCôteChalonnaiseWhite Whitewine Chardonnay,Light4,,Dry1,Soft3,,Bourgogne CôteChalonnaise Mercurey Chardonnay   BurgundyCôteChalonnaiseWhite Whitewine Chardonnay Light4  Dry1 Soft3 
3154,3154,Saint-Romain Absolu Blanc 2013,//images.vivino.com/thumbs/nhQN_BgDT3yAETfSS3Srxg_pb_x600.png,Domaine Henri & Gilles Buisson,France,Bourgogne CôtedeBeaune Saint-Romain,Chardonnay  ,BurgundyCôtedeBeauneWhite Whitewine Chardonnay,Bold5,,,Acidic5,,Bourgogne CôtedeBeaune Saint-Romain Chardonnay   BurgundyCôtedeBeauneWhite Whitewine Chardonnay Bold5   Acidic5 
3155,3155,Pioneer Block 9 Big John Riesling 2017,//images.vivino.com/thumbs/Gac7iujQQPyOBE-c9YFqAA_150x200.jpg,Saint Clair,New Zealand,SouthIsland Marlborough ,Riesling  ,NewZealandRiesling Whitewine Riesling,Light3,,Dry3,Acidic7,citrus tree fruit,SouthIsland Marlborough  Riesling   NewZealandRiesling Whitewine Riesling Light3  Dry3 Acidic7 citrus tree fruit
3156,3156,Würzburger Stein Silvaner Trocken 2020,//images.vivino.com/thumbs/eV_u34_ESeu6VWK6lieUIg_pb_x600.png,Bürgerspital,Germany,Franken  ,Silvaner  ,GermanSilvaner Whitewine Silvaner,Light3,,Dry0,Acidic5,earthy citrus tree fruit,Franken   Silvaner   GermanSilvaner Whitewine Silvaner Light3  Dry0 Acidic5 earthy citrus tree fruit
3157,3157,Sauvignon Blanc 2021,//images.vivino.com/thumbs/YAm96CrOTP2qFGmdW8mSWQ_pb_x600.png,Nautilus,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,oaky earthy spices floral yeasty vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 oaky earthy spices floral yeasty vegetal citrus tree fruit
3158,3158,Chardonnay 2019,//images.vivino.com/thumbs/U26qKRf_SamxpzvpqmDgDw_pb_x600.png,Dog Point,New Zealand,SouthIsland Marlborough ,Chardonnay  ,NewZealandChardonnay Whitewine Chardonnay,Bold5,,Dry0,Acidic5,oaky earthy ageing yeasty vegetal citrus tree fruit,SouthIsland Marlborough  Chardonnay   NewZealandChardonnay Whitewine Chardonnay Bold5  Dry0 Acidic5 oaky earthy ageing yeasty vegetal citrus tree fruit
3159,3159,Heartwood Chardonnay 2020,//images.vivino.com/thumbs/nYawitUUT-i6zzp81sn9mQ_pb_x600.png,Tony Bish,New Zealand,NorthIsland Hawke'sBay ,Chardonnay  ,NewZealandChardonnay Whitewine Chardonnay,Bold5,,Dry0,Soft4,oaky earthy tree fruit,NorthIsland Hawke'sBay  Chardonnay   NewZealandChardonnay Whitewine Chardonnay Bold5  Dry0 Soft4 oaky earthy tree fruit
3160,3160,Caminante 2020,//images.vivino.com/thumbs/OW8ycvQJQVS6l5-5yB24Xw_pb_x600.png,Terra Remota,Spain,Catalunya Empordà ,GarnachaBlanca  , Whitewine GarnachaBlanca,,,,,,Catalunya Empordà  GarnachaBlanca    Whitewine GarnachaBlanca     
3161,3161,Fumé Blanc 2017,//images.vivino.com/thumbs/T7nm2tdVTdmRMBXlGL4FHg_150x200.jpg,Rockburn,New Zealand,SouthIsland CentralOtago ,SauvignonBlanc  , Whitewine SauvignonBlanc,,,,,oaky,SouthIsland CentralOtago  SauvignonBlanc    Whitewine SauvignonBlanc     oaky
3162,3162,Pioneer Block 9 Big John Riesling 2018,//images.vivino.com/thumbs/Gac7iujQQPyOBE-c9YFqAA_150x200.jpg,Saint Clair,New Zealand,SouthIsland Marlborough ,Riesling  ,NewZealandRiesling Whitewine Riesling,Light3,,Dry3,Acidic7,citrus tree fruit,SouthIsland Marlborough  Riesling   NewZealandRiesling Whitewine Riesling Light3  Dry3 Acidic7 citrus tree fruit
3163,3163,Chardonnay 2014,//images.vivino.com/thumbs/t_Sl_TN5Q-GHPmHSDHHjHw_pb_x600.png,Teeter-Totter,United States,California NorthCoast NapaCounty,Chardonnay  ,NapaValleyChardonnay Whitewine Chardonnay,Bold8,,Dry1,Soft4,oaky,California NorthCoast NapaCounty Chardonnay   NapaValleyChardonnay Whitewine Chardonnay Bold8  Dry1 Soft4 oaky
3164,3164,Puligny-Montrachet Premier Cru 'Clos de la Pucelle' Monopole 2006,//images.vivino.com/thumbs/fSM5EmihT62KXGz8LS0OQQ_pb_x600.png,Jean Chartron,France,Bourgogne CôtedeBeaune Puligny-Montrachet,Chardonnay  ,BurgundyCôtedeBeauneWhite Whitewine Chardonnay,Bold5,,Dry0,Acidic5,oaky earthy citrus tree fruit,Bourgogne CôtedeBeaune Puligny-Montrachet Chardonnay   BurgundyCôtedeBeauneWhite Whitewine Chardonnay Bold5  Dry0 Acidic5 oaky earthy citrus tree fruit
3165,3165,Pessac-Léognan Blanc 2007,//images.vivino.com/thumbs/6T39qKGqTQmadXWc_OQCxA_pb_x600.png,Château La Louvière,France,Bordeaux Graves Pessac-Léognan,SauvignonBlanc Sémillon ,BordeauxWhite Whitewine Blend,Bold6,,Dry1,Soft4,oaky earthy ageing vegetal citrus tree fruit,Bordeaux Graves Pessac-Léognan SauvignonBlanc Sémillon  BordeauxWhite Whitewine Blend Bold6  Dry1 Soft4 oaky earthy ageing vegetal citrus tree fruit
3166,3166,Gewürztraminer Alsace 2016,//images.vivino.com/thumbs/00bwCMe6SLGEEWe_b44pKw_pb_x600.png,Trimbach,France,Alsace  ,Gewürztraminer  ,AlsaceGewürztraminer Whitewine Gewürztraminer,Bold6,,Dry4,Soft2,oaky earthy spices floral dried fruit ageing yeasty vegetal citrus tree fruit,Alsace   Gewürztraminer   AlsaceGewürztraminer Whitewine Gewürztraminer Bold6  Dry4 Soft2 oaky earthy spices floral dried fruit ageing yeasty vegetal citrus tree fruit
3167,3167,Vintner's Reserve Chardonnay 2018,//images.vivino.com/thumbs/20ykzlp3ToqV0sgtOzH3-A_pb_x600.png,Kendall-Jackson,United States,California  ,Chardonnay  ,CalifornianChardonnay Whitewine Chardonnay,Bold8,,Dry3,Soft4,oaky earthy red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit,California   Chardonnay   CalifornianChardonnay Whitewine Chardonnay Bold8  Dry3 Soft4 oaky earthy red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit
3168,3168,Villa Antinori Toscana Bianco 2018,//images.vivino.com/thumbs/8xpb6Z8kQXKLpS6FZHzPmw_pb_x600.png,Antinori,Italy,Toscana  ,Riesling TrebbianoGiallo PinotGrigio,CentralItalyWhite Whitewine Blend,Light4,,Dry2,Acidic6,oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit,Toscana   Riesling TrebbianoGiallo PinotGrigio CentralItalyWhite Whitewine Blend Light4  Dry2 Acidic6 oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit
3169,3169,Contacto Alvarinho 2018,//images.vivino.com/thumbs/J8lgNrCKQjiiQkvj35TX0w_pb_x600.png,Anselmo Mendes,Portugal,Minho VinhoVerde MonçãoeMelgaço,Albariño  ,PortugueseVinhoVerdeWhite Whitewine Albariño,Light1,,Dry0,Acidic7,oaky earthy spices floral ageing yeasty vegetal citrus tree fruit,Minho VinhoVerde MonçãoeMelgaço Albariño   PortugueseVinhoVerdeWhite Whitewine Albariño Light1  Dry0 Acidic7 oaky earthy spices floral ageing yeasty vegetal citrus tree fruit
3170,3170,Gewürztraminer Alsace 2015,//images.vivino.com/thumbs/00bwCMe6SLGEEWe_b44pKw_pb_x600.png,Trimbach,France,Alsace  ,Gewürztraminer  ,AlsaceGewürztraminer Whitewine Gewürztraminer,Bold6,,Dry4,Soft2,oaky earthy spices floral dried fruit ageing yeasty vegetal citrus tree fruit,Alsace   Gewürztraminer   AlsaceGewürztraminer Whitewine Gewürztraminer Bold6  Dry4 Soft2 oaky earthy spices floral dried fruit ageing yeasty vegetal citrus tree fruit
3171,3171,Verdejo 2018,//images.vivino.com/thumbs/aHWXgGmNQ9OyKRm1ebx1UA_pb_x600.png,Menade,Spain,CastillayLeón  ,Verdejo  ,SpanishVerdejo Whitewine Verdejo,Light2,,Dry2,Acidic5,oaky earthy spices yeasty vegetal citrus tree fruit,CastillayLeón   Verdejo   SpanishVerdejo Whitewine Verdejo Light2  Dry2 Acidic5 oaky earthy spices yeasty vegetal citrus tree fruit
3172,3172,Riesling Trocken 2020,//images.vivino.com/thumbs/wOU3rHC6R4-OPJOdNOFycA_pb_x600.png,Dönnhoff,Germany,Nahe  ,Riesling  ,GermanRiesling Whitewine Riesling,Light3,,Dry0,Acidic8,oaky earthy floral yeasty vegetal citrus tree fruit,Nahe   Riesling   GermanRiesling Whitewine Riesling Light3  Dry0 Acidic8 oaky earthy floral yeasty vegetal citrus tree fruit
3173,3173,Shaly Loam Gewürztraminer 2013,//images.vivino.com/thumbs/yXRoD2NKQPCmdlPYp6Hk0w_pb_x600.png,Fetzer,United States,California CentralCoast MontereyCounty,Gewürztraminer  ,CalifornianGewürztraminer Whitewine Gewürztraminer,Bold6,,Sweet5,Soft1,oaky earthy spices floral yeasty vegetal citrus tree fruit,California CentralCoast MontereyCounty Gewürztraminer   CalifornianGewürztraminer Whitewine Gewürztraminer Bold6  Sweet5 Soft1 oaky earthy spices floral yeasty vegetal citrus tree fruit
3174,3174,Albariño 2019,//images.vivino.com/thumbs/lPE9voVrRPOqbBzz8KsDrA_pb_x600.png,Zárate,Spain,Galicia RíasBaixas ,Albariño  ,SpanishAlbariño Whitewine Albariño,Light1,,Dry4,Acidic5,oaky earthy spices floral ageing yeasty vegetal citrus tree fruit,Galicia RíasBaixas  Albariño   SpanishAlbariño Whitewine Albariño Light1  Dry4 Acidic5 oaky earthy spices floral ageing yeasty vegetal citrus tree fruit
3175,3175,Arneis Roero 2018,//images.vivino.com/thumbs/F9nMF6pTQxeQP6FwZRephA_pb_x600.png,Vietti,Italy,Piemonte Roero ,Arneis  ,NorthernItalyWhite Whitewine Arneis,Bold6,,Dry2,Acidic5,oaky earthy spices floral ageing yeasty vegetal citrus tree fruit,Piemonte Roero  Arneis   NorthernItalyWhite Whitewine Arneis Bold6  Dry2 Acidic5 oaky earthy spices floral ageing yeasty vegetal citrus tree fruit
3176,3176,Shaly Loam Gewürztraminer 2014,//images.vivino.com/thumbs/yXRoD2NKQPCmdlPYp6Hk0w_pb_x600.png,Fetzer,United States,California CentralCoast MontereyCounty,Gewürztraminer  ,CalifornianGewürztraminer Whitewine Gewürztraminer,Bold6,,Sweet5,Soft1,oaky earthy spices floral yeasty vegetal citrus tree fruit,California CentralCoast MontereyCounty Gewürztraminer   CalifornianGewürztraminer Whitewine Gewürztraminer Bold6  Sweet5 Soft1 oaky earthy spices floral yeasty vegetal citrus tree fruit
3177,3177,Muros Antigos Alvarinho 2016,//images.vivino.com/thumbs/Mr6BaiIdT2KRfLoqXNIjUg_pb_x600.png,Anselmo Mendes,Portugal,Minho VinhoVerde MonçãoeMelgaço,Albariño  ,PortugueseVinhoVerdeWhite Whitewine Albariño,Light1,,Dry0,Acidic7,oaky earthy floral yeasty vegetal citrus tree fruit,Minho VinhoVerde MonçãoeMelgaço Albariño   PortugueseVinhoVerdeWhite Whitewine Albariño Light1  Dry0 Acidic7 oaky earthy floral yeasty vegetal citrus tree fruit
3178,3178,Colección Albariño Rías Baixas 2018,//images.vivino.com/thumbs/TFSlxdB8QDaDWq6ed1HUvA_pb_x600.png,Pazo Señorans,Spain,Galicia RíasBaixas ,Albariño  ,SpanishAlbariño Whitewine Albariño,Light1,,Dry3,Acidic5,oaky earthy floral yeasty vegetal citrus tree fruit,Galicia RíasBaixas  Albariño   SpanishAlbariño Whitewine Albariño Light1  Dry3 Acidic5 oaky earthy floral yeasty vegetal citrus tree fruit
3179,3179,Sauvignon Blanc 2017,//images.vivino.com/thumbs/6GYT9O5JT-qTQFVoVGkcUQ_pb_x600.png,Greyrock,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light2,,Dry0,Acidic7,earthy spices yeasty vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light2  Dry0 Acidic7 earthy spices yeasty vegetal citrus tree fruit
3180,3180,Wild Yeast Chardonnay 2017,//images.vivino.com/thumbs/CSi1k-BYS4ybxX1zQeK1Jg_pb_x600.png,Springfield Estate,South Africa,WesternCape BreedeRiverValley Robertson,Chardonnay  ,SouthAfricanChardonnay Whitewine Chardonnay,Bold6,,Dry2,Acidic5,oaky earthy ageing yeasty vegetal citrus tree fruit,WesternCape BreedeRiverValley Robertson Chardonnay   SouthAfricanChardonnay Whitewine Chardonnay Bold6  Dry2 Acidic5 oaky earthy ageing yeasty vegetal citrus tree fruit
3181,3181,Riesling Kabinett Blue Slate 2013,//images.vivino.com/thumbs/PoyKo6AgTu637-qBsAYEVQ_pb_x600.png,Dr. Loosen,Germany,Mosel  ,Riesling  ,GermanRiesling Whitewine Riesling,Light4,,Dry2,Acidic8,oaky earthy floral yeasty vegetal citrus tree fruit,Mosel   Riesling   GermanRiesling Whitewine Riesling Light4  Dry2 Acidic8 oaky earthy floral yeasty vegetal citrus tree fruit
3182,3182,Torre la Moreira Albariño 2019,//images.vivino.com/thumbs/LYeoo7LMRn6zRuzYFDBvow_pb_x600.png,Marqués de Vizhoja,Spain,Galicia RíasBaixas ,Albariño  ,SpanishAlbariño Whitewine Albariño,Light1,,Dry2,Acidic6,earthy citrus tree fruit,Galicia RíasBaixas  Albariño   SpanishAlbariño Whitewine Albariño Light1  Dry2 Acidic6 earthy citrus tree fruit
3183,3183,Riesling Trocken 2018,//images.vivino.com/thumbs/BHnWf7B-QueXXLLK4lPy9g_pb_x600.png,Clemens Busch,Germany,Mosel  ,Riesling  ,GermanRiesling Whitewine Riesling,Light4,,Dry0,Acidic8,earthy yeasty vegetal citrus tree fruit,Mosel   Riesling   GermanRiesling Whitewine Riesling Light4  Dry0 Acidic8 earthy yeasty vegetal citrus tree fruit
3184,3184,Pioneer Block 3 43 Degrees Sauvignon Blanc 2018,//images.vivino.com/thumbs/5LJ-CCU2RlWoBIdVRDmu0Q_pb_x600.png,Saint Clair,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,oaky earthy vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 oaky earthy vegetal citrus tree fruit
3185,3185,Single Vineyard Sauvignon Blanc 2017,//images.vivino.com/thumbs/fLqutlZiTKS8ecRHfNvSOA_pb_x600.png,Tohu,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,oaky earthy yeasty vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 oaky earthy yeasty vegetal citrus tree fruit
3186,3186,Chardonnay 2018,//images.vivino.com/thumbs/tZyWH-JkTZ-HwJTpRQIQ6w_pb_x600.png,Cloudy Bay,New Zealand,SouthIsland Marlborough ,Chardonnay  ,NewZealandChardonnay Whitewine Chardonnay,Bold5,,Dry0,Acidic5,oaky earthy spices ageing yeasty vegetal citrus tree fruit,SouthIsland Marlborough  Chardonnay   NewZealandChardonnay Whitewine Chardonnay Bold5  Dry0 Acidic5 oaky earthy spices ageing yeasty vegetal citrus tree fruit
3187,3187,Section 94 Sauvignon Blanc 2015,//images.vivino.com/thumbs/ZwInk9qoRiCkAX1dDVbVXQ_pb_x600.png,Dog Point,New Zealand,SouthIsland Marlborough ,SauvignonBlanc  ,NewZealandSauvignonBlanc Whitewine SauvignonBlanc,Light3,,Dry0,Acidic7,oaky earthy spices floral ageing yeasty vegetal citrus tree fruit,SouthIsland Marlborough  SauvignonBlanc   NewZealandSauvignonBlanc Whitewine SauvignonBlanc Light3  Dry0 Acidic7 oaky earthy spices floral ageing yeasty vegetal citrus tree fruit
3188,3188,Ultra Chardonnay 2017,//images.vivino.com/thumbs/2idPu5-jT_ujMW7lF9SAmg_pb_x600.png,Kaiken,Argentina,Mendoza  ,Chardonnay  ,ArgentinianChardonnay Whitewine Chardonnay,Bold5,,Dry1,Soft3,oaky earthy yeasty citrus tree fruit,Mendoza   Chardonnay   ArgentinianChardonnay Whitewine Chardonnay Bold5  Dry1 Soft3 oaky earthy yeasty citrus tree fruit
